SCHEDID,SCHEDHOURPART,SCHEDSEQ,SCHEDCATEGORY,SCHEDTYPE,LASTUSERNAME,LASTCHANGEDATE,
FRIDAY,14,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,14,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,15,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,15,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,15,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,15,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,15,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,15,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,15,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,15,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,15,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,15,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,15,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,16,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,16,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,16,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,16,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,16,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,16,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,16,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,16,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,16,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,16,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,16,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,17,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,17,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,17,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,17,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,17,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,17,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,17,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,17,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,17,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,17,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,17,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,18,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,18,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,18,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,18,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,18,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,18,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,18,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,18,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,18,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,18,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,18,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,19,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,19,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,19,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,19,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,19,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,19,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,19,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,19,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,19,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,19,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,19,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,20,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,20,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,20,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,20,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,20,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,20,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,20,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,20,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,20,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,20,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,20,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,21,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,21,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,21,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,21,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,21,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,21,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,21,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,21,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,21,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,21,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,21,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,22,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,22,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,22,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,22,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,22,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,22,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,22,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,22,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,22,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,22,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,22,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,23,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,23,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,23,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,23,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,23,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,23,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,23,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,23,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,23,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,23,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,23,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,02,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,02,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,02,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,02,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,02,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,02,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,02,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,02,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,03,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,03,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,03,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,03,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,03,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,03,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,03,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,03,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,03,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,03,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,03,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,04,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,04,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,04,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,04,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,04,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,04,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,04,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,04,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,04,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,04,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,04,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,05,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,05,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,05,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,05,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,05,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,05,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,05,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,05,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,05,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,05,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,05,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,06,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,06,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,06,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,06,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,06,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,06,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,06,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,06,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,06,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,06,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,06,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,07,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,07,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,07,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,07,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,07,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,07,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,07,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,07,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,07,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,07,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,07,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,08,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,08,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,08,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,08,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,08,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,08,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,08,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,08,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,08,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,08,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,08,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,09,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,09,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,09,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,09,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,09,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,09,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,09,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,09,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,09,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,09,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,09,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,10,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,10,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,10,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,10,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,10,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,10,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,10,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,10,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,10,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,10,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,10,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,11,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,11,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,11,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,11,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,11,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,11,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,11,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,11,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,11,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,11,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,11,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,12,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,12,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,12,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,12,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,12,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,12,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,12,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,12,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,12,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,12,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,12,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,13,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,13,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,13,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,13,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,13,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,13,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,13,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,13,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,13,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,13,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,13,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,14,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,14,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,14,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,14,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,14,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,14,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,14,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,14,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,14,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,14,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,14,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,15,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,15,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,15,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,15,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,15,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,15,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,15,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,15,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,15,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,15,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,15,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,16,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,16,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,16,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,16,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,16,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,16,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,16,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,16,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,16,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,16,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,16,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,17,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,17,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,17,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,17,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,17,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,17,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,17,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,17,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,17,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,17,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,17,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,18,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,18,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,18,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,18,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,18,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,18,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,18,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,18,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,18,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,18,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,18,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,19,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,19,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,19,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,19,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,19,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,19,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,19,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,19,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,19,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,19,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,19,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,20,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,20,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,20,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,20,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,20,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,20,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,20,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,20,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,20,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,20,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,20,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,21,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,21,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,21,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,21,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,21,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,21,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,21,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,21,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,21,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,21,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,21,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,22,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,22,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,22,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,23,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,23,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,23,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,23,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,23,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,23,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,23,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,23,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,23,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,23,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,23,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,22,03,168,REPEAT:001,Administrator,2012.12.08 17:48:07,
